0.00,0.0009998684137470602
0.01,0.000999841053363226
0.02,0.0009999964610317511
0.03,0.0009999365052651718
0.04,0.0009999850189830913
0.05,0.0009998739163241239
0.06,0.000999923525478494
0.07,0.000999744174051958
0.08,0.000999889565722375
0.09,0.0009998903086070599
0.10,0.000999978438048906
0.11,0.0009999001334106794
0.12,0.000999623849359682
0.13,0.0009999872808516613
0.14,0.0009999440323320789
0.15,0.0009999654798432235
0.16,0.000999980533787406
0.17,0.0009999696372982594
0.18,0.0009998722731609491
0.19,0.0009999775038938672
0.20,0.000999975496974904
0.21,0.000999866551775243
0.22,0.0009998688363875828
0.23,0.000999914002993697
0.24,0.0009999594916295796
0.25,0.0009998178796098212
0.26,0.0009999820829438401
0.27,0.0009998932924315039
0.28,0.0009995386114121211
0.29,0.000999936255085653
0.30,0.0009999275946119405
0.31,0.000999929259555122
0.32,0.0009999730989303064
0.33,0.0009997094170741659
0.34,0.0009998289078596166
0.35,0.0009999146311831359
0.36,0.0009997683100675346
0.37,0.0009999907903803413
0.38,0.0009999991448811157
0.39,0.0009992930985490086
0.40,0.0009997924986456573
0.41,0.0009999116487178078
0.42,0.0009999247278566024
0.43,0.000999895742977481
0.44,0.0009999649994123705
0.45,0.0009999852372419734
0.46,0.0009998302427660555
0.47,0.0009999809658507173
0.48,0.0009998067728256073
0.49,0.0009999251823759007
0.50,0.0009997206610281332
0.51,0.0009998471513547572
0.52,0.0009996957964843428
0.53,0.0009996512015478334
0.54,0.00099992979673968
0.55,0.0009997632631156212
0.56,0.0009998047328473162
0.57,0.000999610329300662
0.58,0.00099997920213944
0.59,0.000999983470411399
0.60,0.0009999231736085412
0.61,0.000999971033805415
0.62,0.0009997875150367832
0.63,0.000999754675533608
0.64,0.000999490044016131
0.65,0.0009998511165642304
0.66,0.0009994305190581757
0.67,0.0009996779578082314
0.68,0.0009999197569318917
0.69,0.0009997157433633084
0.70,0.0009998046660020991
0.71,0.0009997951363880121
0.72,0.0009999344761066737
0.73,0.0009999642289485106
0.74,0.000999254903547804
0.75,0.000999890304394568
0.76,0.000999310389967099
0.77,0.0009999252053686832
0.78,0.0009993719282147154
0.79,0.0009989666538348279
0.80,0.00099983178892415
0.81,0.0009997650877335339
0.82,0.0009999587979507034
0.83,0.0009999159776734824
0.84,0.000999489722165564
0.85,0.0009999348194951884
0.86,0.0009993371381017322
0.87,0.0009998892166054253
0.88,0.000999736997154233
0.89,0.0009990863632102268
0.90,0.0009999879306188718
0.91,0.0009996431725153067
0.92,0.0009964701948051691
0.93,0.0009994811838314088
0.94,0.0009656351078443479
0.95,0.000998337114492711
0.96,0.996415979434174
0.97,0.9948848988826665
0.98,0.000974937990383873
0.99,0.0009546385844829824
